subscription,subscription_amount,visit_id
1.0,141.0,5555696338
1.0,150.0,5555696339
1.0,128.0,5555696343
1.0,103.0,5555696344
1.0,133.0,5555696345
1.0,112.0,5555696346
1.0,109.0,5555696351
1.0,112.0,5555696354
1.0,141.0,5555696358
1.0,122.0,5555696365
1.0,103.0,5555696366
1.0,141.0,5555696367
1.0,103.0,5555696368
1.0,131.0,5555696369
1.0,133.0,5555696371
1.0,150.0,5555696373
1.0,112.0,5555696374
1.0,141.0,5555696381
1.0,121.0,5555696382
1.0,141.0,5555696384
1.0,112.0,5555696392
1.0,150.0,5555696395
1.0,103.0,5555696397
1.0,103.0,5555696399
1.0,98.0,5555696400
1.0,112.0,5555696403
1.0,122.0,5555696406
1.0,120.0,5555696407
1.0,83.0,5555696408
1.0,141.0,5555696410
1.0,131.0,5555696411
1.0,98.0,5555696414
1.0,122.0,5555696415
1.0,131.0,5555696416
1.0,109.0,5555696422
1.0,141.0,5555696427
1.0,112.0,5555696430
1.0,122.0,5555696431
1.0,135.0,5555696434
1.0,99.0,5555696437
1.0,112.0,5555696442
1.0,150.0,5555696445
1.0,108.0,5555696447
1.0,112.0,5555696450
1.0,103.0,5555696452
1.0,150.0,5555696454
1.0,122.0,5555696456
1.0,129.0,5555696459
1.0,120.0,5555696462
1.0,56.0,5555696468
1.0,112.0,5555696469
1.0,131.0,5555696471
1.0,150.0,5555696473
1.0,132.0,5555696477
1.0,112.0,5555696484
1.0,131.0,5555696488
1.0,122.0,5555696493
1.0,122.0,5555696498
1.0,96.0,5555696500
1.0,150.0,5555696501
1.0,131.0,5555696505
1.0,141.0,5555696506
1.0,131.0,5555696512
1.0,112.0,5555696513
1.0,118.0,5555696519
1.0,103.0,5555696525
1.0,141.0,5555696529
1.0,112.0,5555696530
1.0,141.0,5555696532
1.0,141.0,5555696534
1.0,103.0,5555696535
1.0,119.0,5555696536
1.0,116.0,5555696537
1.0,114.0,5555696538
1.0,79.0,5555696541
1.0,122.0,5555696550
1.0,112.0,5555696552
1.0,95.0,5555696557
1.0,119.0,5555696559
1.0,112.0,5555696560
1.0,150.0,5555696563
1.0,95.0,5555696564
1.0,150.0,5555696567
1.0,112.0,5555696572
1.0,112.0,5555696574
1.0,141.0,5555696575
1.0,97.0,5555696577
1.0,131.0,5555696583
1.0,112.0,5555696584
1.0,103.0,5555696585
1.0,150.0,5555696588
1.0,122.0,5555696589
1.0,96.0,5555696592
1.0,121.0,5555696596
1.0,99.0,5555696598
1.0,150.0,5555696599
1.0,110.0,5555696600
1.0,106.0,5555696601
1.0,99.0,5555696602
1.0,131.0,5555696603
1.0,150.0,5555696604
1.0,150.0,5555696605
1.0,121.0,5555696606
1.0,141.0,5555696611
1.0,150.0,5555696614
1.0,131.0,5555696615
1.0,137.0,5555696616
1.0,131.0,5555696617
1.0,139.0,5555696621
1.0,142.0,5555696622
1.0,145.0,5555696623
1.0,122.0,5555696624
1.0,122.0,5555696625
1.0,122.0,5555696627
1.0,122.0,5555696629
1.0,150.0,5555696631
1.0,101.0,5555696632
1.0,150.0,5555696634
1.0,112.0,5555696636
1.0,103.0,5555696637
1.0,141.0,5555696640
1.0,122.0,5555696642
1.0,131.0,5555696645
1.0,81.0,5555696650
1.0,131.0,5555696652
1.0,131.0,5555696653
1.0,112.0,5555696656
1.0,112.0,5555696657
1.0,141.0,5555696659
1.0,122.0,5555696660
1.0,131.0,5555696661
1.0,103.0,5555696662
1.0,112.0,5555696663
1.0,150.0,5555696668
1.0,138.0,5555696671
1.0,131.0,5555696674
1.0,123.0,5555696675
1.0,106.0,5555696677
1.0,141.0,5555696679
1.0,141.0,5555696680
1.0,97.0,5555696682
1.0,141.0,5555696683
1.0,131.0,5555696688
1.0,150.0,5555696689
1.0,122.0,5555696694
1.0,128.0,5555696695
1.0,112.0,5555696696
1.0,135.0,5555696703
1.0,141.0,5555696709
1.0,98.0,5555696710
1.0,112.0,5555696711
1.0,103.0,5555696712
1.0,102.0,5555696713
1.0,112.0,5555696714
1.0,130.0,5555696716
1.0,122.0,5555696717
1.0,150.0,5555696721
1.0,150.0,5555696725
1.0,112.0,5555696726
1.0,115.0,5555696728
1.0,98.0,5555696730
1.0,138.0,5555696731
1.0,103.0,5555696732
1.0,122.0,5555696738
1.0,115.0,5555696740
1.0,112.0,5555696745
1.0,103.0,5555696746
1.0,112.0,5555696748
1.0,131.0,5555696750
1.0,142.0,5555696751
1.0,122.0,5555696753
1.0,114.0,5555696755
1.0,112.0,5555696756
1.0,123.0,5555696765
1.0,141.0,5555696766
1.0,126.0,5555696767
1.0,128.0,5555696768
1.0,109.0,5555696770
1.0,150.0,5555696772
1.0,150.0,5555696776
1.0,150.0,5555696782
1.0,112.0,5555696784
1.0,150.0,5555696785
1.0,141.0,5555696790
1.0,128.0,5555696791
1.0,122.0,5555696798
1.0,130.0,5555696802
1.0,122.0,5555696803
1.0,141.0,5555696809
1.0,99.0,5555696810
1.0,122.0,5555696811
1.0,150.0,5555696813
1.0,116.0,5555696814
1.0,141.0,5555696815
1.0,97.0,5555696821
1.0,122.0,5555696825
1.0,122.0,5555696826
1.0,150.0,5555696833
1.0,122.0,5555696835
1.0,122.0,5555696837
1.0,103.0,5555696840
1.0,150.0,5555696842
1.0,122.0,5555696846
1.0,98.0,5555696848
1.0,109.0,5555696851
1.0,113.0,5555696852
1.0,144.0,5555696853
1.0,150.0,5555696856
1.0,141.0,5555696859
1.0,114.0,5555696863
1.0,129.0,5555696864
1.0,150.0,5555696865
1.0,150.0,5555696867
1.0,33.0,5555696870
1.0,131.0,5555696872
1.0,114.0,5555696874
1.0,104.0,5555696876
1.0,131.0,5555696877
1.0,112.0,5555696880
1.0,122.0,5555696882
1.0,108.0,5555696883
1.0,150.0,5555696885
1.0,97.0,5555696889
1.0,103.0,5555696891
1.0,150.0,5555696892
1.0,122.0,5555696896
1.0,100.0,5555696898
1.0,150.0,5555696900
1.0,103.0,5555696903
1.0,103.0,5555696904
1.0,150.0,5555696909
1.0,103.0,5555696912
1.0,122.0,5555696916
1.0,143.0,5555696919
1.0,141.0,5555696920
1.0,150.0,5555696921
1.0,103.0,5555696922
1.0,103.0,5555696927
1.0,96.0,5555696928
1.0,141.0,5555696931
1.0,150.0,5555696933
1.0,131.0,5555696942
1.0,112.0,5555696943
1.0,131.0,5555696948
1.0,122.0,5555696949
1.0,150.0,5555696951
1.0,131.0,5555696954
1.0,103.0,5555696956
1.0,141.0,5555696958
1.0,95.0,5555696959
1.0,128.0,5555696960
1.0,141.0,5555696962
1.0,103.0,5555696963
1.0,150.0,5555696964
1.0,112.0,5555696965
1.0,131.0,5555696970
1.0,112.0,5555696974
1.0,142.0,5555696977
1.0,150.0,5555696981
1.0,147.0,5555696983
1.0,131.0,5555696984
1.0,132.0,5555696985
1.0,127.0,5555696986
1.0,122.0,5555696990
1.0,96.0,5555696991
1.0,102.0,5555696994
1.0,98.0,5555696995
1.0,114.0,5555696997
1.0,141.0,5555697002
1.0,87.0,5555697006
1.0,122.0,5555697013
1.0,141.0,5555697017
1.0,131.0,5555697018
1.0,122.0,5555697019
1.0,103.0,5555697023
1.0,97.0,5555697024
1.0,150.0,5555697025
1.0,141.0,5555697028
1.0,141.0,5555697029
1.0,143.0,5555697045
1.0,103.0,5555697047
1.0,150.0,5555697049
1.0,122.0,5555697052
1.0,112.0,5555697053
1.0,112.0,5555697054
1.0,141.0,5555697058
1.0,131.0,5555697060
1.0,122.0,5555697061
1.0,141.0,5555697063
1.0,150.0,5555697065
1.0,150.0,5555697066
1.0,150.0,5555697067
1.0,103.0,5555697069
1.0,145.0,5555697074
1.0,112.0,5555697078
1.0,109.0,5555697080
1.0,150.0,5555697081
1.0,112.0,5555697085
1.0,112.0,5555697086
1.0,114.0,5555697087
1.0,141.0,5555697088
1.0,103.0,5555697094
1.0,141.0,5555697096
1.0,131.0,5555697099
1.0,131.0,5555697100
1.0,131.0,5555697103
1.0,150.0,5555697104
1.0,136.0,5555697106
1.0,122.0,5555697109
1.0,139.0,5555697113
1.0,141.0,5555697119
1.0,129.0,5555697120
1.0,136.0,5555697122
1.0,129.0,5555697124
1.0,122.0,5555697125
1.0,122.0,5555697126
1.0,150.0,5555697129
1.0,128.0,5555697130
1.0,150.0,5555697132
1.0,150.0,5555697133
1.0,150.0,5555697137
1.0,63.0,5555697138
1.0,131.0,5555697139
1.0,96.0,5555697141
1.0,141.0,5555697142
1.0,103.0,5555697144
1.0,122.0,5555697146
1.0,141.0,5555697147
1.0,112.0,5555697150
1.0,122.0,5555697153
1.0,150.0,5555697156
1.0,150.0,5555697159
1.0,150.0,5555697161
1.0,131.0,5555697163
1.0,150.0,5555697166
1.0,122.0,5555697167
1.0,121.0,5555697176
1.0,150.0,5555697178
1.0,121.0,5555697184
1.0,131.0,5555697185
1.0,132.0,5555697186
1.0,99.0,5555697187
1.0,131.0,5555697188
1.0,103.0,5555697194
1.0,101.0,5555697195
1.0,141.0,5555697198
1.0,131.0,5555697199
1.0,128.0,5555697202
1.0,112.0,5555697203
1.0,150.0,5555697204
1.0,112.0,5555697207
1.0,141.0,5555697208
1.0,122.0,5555697209
1.0,101.0,5555697210
1.0,150.0,5555697213
1.0,112.0,5555697215
1.0,112.0,5555697216
1.0,112.0,5555697219
1.0,122.0,5555697221
1.0,114.0,5555697222
1.0,103.0,5555697225
1.0,103.0,5555697227
1.0,118.0,5555697233
1.0,104.0,5555697234
1.0,150.0,5555697235
1.0,150.0,5555697236
1.0,150.0,5555697237
1.0,150.0,5555697241
1.0,150.0,5555697242
1.0,111.0,5555697243
1.0,129.0,5555697245
1.0,122.0,5555697248
1.0,103.0,5555697255
1.0,131.0,5555697257
1.0,122.0,5555697259
1.0,99.0,5555697261
1.0,146.0,5555697262
1.0,103.0,5555697263
1.0,141.0,5555697264
1.0,150.0,5555697265
1.0,131.0,5555697266
1.0,150.0,5555697267
1.0,122.0,5555697268
1.0,103.0,5555697271
1.0,141.0,5555697273
1.0,131.0,5555697275
1.0,103.0,5555697276
1.0,122.0,5555697278
1.0,131.0,5555697280
1.0,105.0,5555697282
1.0,150.0,5555697284
1.0,150.0,5555697286
1.0,130.0,5555697290
1.0,150.0,5555697294
1.0,116.0,5555697296
1.0,122.0,5555697298
1.0,122.0,5555697306
1.0,150.0,5555697307
1.0,103.0,5555697311
1.0,103.0,5555697313
1.0,103.0,5555697314
1.0,128.0,5555697319
1.0,72.0,5555697320
1.0,150.0,5555697324
1.0,120.0,5555697330
1.0,128.0,5555697332
1.0,112.0,5555697335
1.0,146.0,5555697336
1.0,128.0,5555697338
1.0,131.0,5555697348
1.0,131.0,5555697350
1.0,141.0,5555697351
1.0,19.0,5555697354
1.0,122.0,5555697356
1.0,131.0,5555697357
1.0,150.0,5555697359
1.0,121.0,5555697364
1.0,123.0,5555697368
1.0,122.0,5555697373
1.0,141.0,5555697375
1.0,44.0,5555697376
1.0,149.0,5555697379
1.0,150.0,5555697380
1.0,139.0,5555697383
1.0,141.0,5555697388
1.0,150.0,5555697389
1.0,122.0,5555697404
1.0,150.0,5555697405
