,donation,donation_amount,visit_id
311,1.0,562.0,5555695692
312,1.0,451.0,5555695695
313,1.0,600.0,5555695699
314,1.0,450.0,5555695700
315,1.0,600.0,5555695703
316,1.0,477.0,5555695708
317,1.0,569.0,5555695710
318,1.0,465.0,5555695712
319,1.0,600.0,5555695718
320,1.0,525.0,5555695719
321,1.0,600.0,5555695722
322,1.0,488.0,5555695724
323,1.0,525.0,5555695727
324,1.0,600.0,5555695732
325,1.0,496.0,5555695733
326,1.0,450.0,5555695737
327,1.0,359.0,5555695741
328,1.0,450.0,5555695742
329,1.0,473.0,5555695749
330,1.0,600.0,5555695760
331,1.0,424.0,5555695766
332,1.0,600.0,5555695768
333,1.0,600.0,5555695772
334,1.0,450.0,5555695773
335,1.0,562.0,5555695774
336,1.0,466.0,5555695778
337,1.0,600.0,5555695779
338,1.0,562.0,5555695781
339,1.0,600.0,5555695782
340,1.0,488.0,5555695788
341,1.0,531.0,5555695791
342,1.0,562.0,5555695795
343,1.0,541.0,5555695802
344,1.0,488.0,5555695805
345,1.0,525.0,5555695806
346,1.0,512.0,5555695807
347,1.0,600.0,5555695808
348,1.0,600.0,5555695809
349,1.0,429.0,5555695810
350,1.0,600.0,5555695811
351,1.0,525.0,5555695812
352,1.0,450.0,5555695815
353,1.0,562.0,5555695817
354,1.0,600.0,5555695818
355,1.0,451.0,5555695819
356,1.0,473.0,5555695828
357,1.0,595.0,5555695829
358,1.0,450.0,5555695831
359,1.0,507.0,5555695832
360,1.0,525.0,5555695838
361,1.0,488.0,5555695842
362,1.0,393.0,5555695845
363,1.0,525.0,5555695848
364,1.0,536.0,5555695850
365,1.0,442.0,5555695857
366,1.0,433.0,5555695858
367,1.0,553.0,5555695862
368,1.0,446.0,5555695865
369,1.0,600.0,5555695869
370,1.0,488.0,5555695870
371,1.0,488.0,5555695874
372,1.0,600.0,5555695879
373,1.0,475.0,5555695882
374,1.0,600.0,5555695885
375,1.0,525.0,5555695889
376,1.0,600.0,5555695890
377,1.0,600.0,5555695892
378,1.0,552.0,5555695895
379,1.0,600.0,5555695896
380,1.0,562.0,5555695898
381,1.0,450.0,5555695901
382,1.0,488.0,5555695903
383,1.0,50.0,5555695908
384,1.0,562.0,5555695911
385,1.0,515.0,5555695912
386,1.0,600.0,5555695913
387,1.0,171.0,5555695916
388,1.0,505.0,5555695917
389,1.0,600.0,5555695918
390,1.0,578.0,5555695920
391,1.0,600.0,5555695924
392,1.0,450.0,5555695927
393,1.0,77.0,5555695935
394,1.0,587.0,5555695939
395,1.0,450.0,5555695941
396,1.0,488.0,5555695947
397,1.0,579.0,5555695950
398,1.0,600.0,5555695951
399,1.0,589.0,5555695953
400,1.0,488.0,5555695954
401,1.0,488.0,5555695955
402,1.0,450.0,5555695956
403,1.0,600.0,5555695959
404,1.0,519.0,5555695965
405,1.0,562.0,5555695966
406,1.0,441.0,5555695975
407,1.0,488.0,5555695976
408,1.0,450.0,5555695979
409,1.0,525.0,5555695987
410,1.0,484.0,5555695988
411,1.0,525.0,5555695989
412,1.0,525.0,5555695991
413,1.0,543.0,5555695992
414,1.0,525.0,5555695995
415,1.0,560.0,5555695996
416,1.0,525.0,5555696002
417,1.0,527.0,5555696005
418,1.0,525.0,5555696006
419,1.0,562.0,5555696007
420,1.0,525.0,5555696009
421,1.0,600.0,5555696010
422,1.0,600.0,5555696013
423,1.0,443.0,5555696014
424,1.0,419.0,5555696015
425,1.0,600.0,5555696017
426,1.0,488.0,5555696018
427,1.0,450.0,5555696021
428,1.0,554.0,5555696023
429,1.0,422.0,5555696024
430,1.0,599.0,5555696026
431,1.0,488.0,5555696028
432,1.0,600.0,5555696030
433,1.0,450.0,5555696033
434,1.0,405.0,5555696034
435,1.0,582.0,5555696037
436,1.0,562.0,5555696038
437,1.0,538.0,5555696041
438,1.0,600.0,5555696042
439,1.0,562.0,5555696044
440,1.0,545.0,5555696045
441,1.0,525.0,5555696047
442,1.0,525.0,5555696050
443,1.0,488.0,5555696052
444,1.0,450.0,5555696063
445,1.0,550.0,5555696067
446,1.0,600.0,5555696068
447,1.0,450.0,5555696076
448,1.0,600.0,5555696078
449,1.0,453.0,5555696081
450,1.0,600.0,5555696082
451,1.0,497.0,5555696085
452,1.0,488.0,5555696089
453,1.0,562.0,5555696090
454,1.0,450.0,5555696095
455,1.0,600.0,5555696097
456,1.0,562.0,5555696101
457,1.0,600.0,5555696104
458,1.0,525.0,5555696105
459,1.0,525.0,5555696112
460,1.0,450.0,5555696114
461,1.0,600.0,5555696115
462,1.0,424.0,5555696117
463,1.0,600.0,5555696121
464,1.0,395.0,5555696127
465,1.0,562.0,5555696128
466,1.0,600.0,5555696132
467,1.0,460.0,5555696133
468,1.0,549.0,5555696136
469,1.0,450.0,5555696137
470,1.0,450.0,5555696145
471,1.0,450.0,5555696149
472,1.0,539.0,5555696150
473,1.0,442.0,5555696152
474,1.0,500.0,5555696156
475,1.0,488.0,5555696160
476,1.0,564.0,5555696166
477,1.0,526.0,5555696169
478,1.0,600.0,5555696172
479,1.0,600.0,5555696173
480,1.0,497.0,5555696180
481,1.0,488.0,5555696183
482,1.0,600.0,5555696186
483,1.0,409.0,5555696189
484,1.0,200.0,5555696192
485,1.0,488.0,5555696194
486,1.0,600.0,5555696196
487,1.0,600.0,5555696207
488,1.0,508.0,5555696209
489,1.0,600.0,5555696214
490,1.0,525.0,5555696215
491,1.0,175.0,5555696218
492,1.0,600.0,5555696219
493,1.0,562.0,5555696220
494,1.0,515.0,5555696222
495,1.0,505.0,5555696226
496,1.0,540.0,5555696234
497,1.0,488.0,5555696235
498,1.0,468.0,5555696236
499,1.0,361.0,5555696239
500,1.0,562.0,5555696240
501,1.0,488.0,5555696243
502,1.0,458.0,5555696249
503,1.0,424.0,5555696256
504,1.0,562.0,5555696263
505,1.0,567.0,5555696266
506,1.0,450.0,5555696279
507,1.0,562.0,5555696280
508,1.0,599.0,5555696281
509,1.0,600.0,5555696284
510,1.0,525.0,5555696285
511,1.0,600.0,5555696288
512,1.0,562.0,5555696290
513,1.0,562.0,5555696292
514,1.0,525.0,5555696294
515,1.0,600.0,5555696297
516,1.0,488.0,5555696302
517,1.0,432.0,5555696307
518,1.0,600.0,5555696310
519,1.0,600.0,5555696317
520,1.0,417.0,5555696321
521,1.0,484.0,5555696324
522,1.0,447.0,5555696329
523,1.0,451.0,5555696330
524,1.0,600.0,5555696331
525,1.0,450.0,5555696336
526,1.0,600.0,5555696337
527,1.0,536.0,5555696345
528,1.0,600.0,5555696346
529,1.0,454.0,5555696348
530,1.0,489.0,5555696352
531,1.0,600.0,5555696359
532,1.0,600.0,5555696365
533,1.0,450.0,5555696367
534,1.0,477.0,5555696368
535,1.0,418.0,5555696369
536,1.0,600.0,5555696372
537,1.0,585.0,5555696376
538,1.0,445.0,5555696379
539,1.0,513.0,5555696380
540,1.0,600.0,5555696384
541,1.0,585.0,5555696386
542,1.0,600.0,5555696387
543,1.0,439.0,5555696390
544,1.0,525.0,5555696391
545,1.0,488.0,5555696392
546,1.0,450.0,5555696397
547,1.0,525.0,5555696398
548,1.0,562.0,5555696401
549,1.0,562.0,5555696403
550,1.0,562.0,5555696414
551,1.0,600.0,5555696418
552,1.0,488.0,5555696419
553,1.0,600.0,5555696422
554,1.0,421.0,5555696427
555,1.0,600.0,5555696428
556,1.0,446.0,5555696429
557,1.0,581.0,5555696430
558,1.0,142.0,5555696432
559,1.0,450.0,5555696434
560,1.0,562.0,5555696435
561,1.0,518.0,5555696439
562,1.0,450.0,5555696441
563,1.0,562.0,5555696442
564,1.0,562.0,5555696443
565,1.0,600.0,5555696452
566,1.0,481.0,5555696457
567,1.0,450.0,5555696458
568,1.0,525.0,5555696459
569,1.0,600.0,5555696461
570,1.0,567.0,5555696470
571,1.0,543.0,5555696471
572,1.0,600.0,5555696476
573,1.0,562.0,5555696478
574,1.0,441.0,5555696481
575,1.0,562.0,5555696482
576,1.0,589.0,5555696485
577,1.0,600.0,5555696487
578,1.0,479.0,5555696490
579,1.0,600.0,5555696491
580,1.0,450.0,5555696493
581,1.0,600.0,5555696498
582,1.0,600.0,5555696500
583,1.0,600.0,5555696502
584,1.0,525.0,5555696503
585,1.0,600.0,5555696505
586,1.0,537.0,5555696510
587,1.0,488.0,5555696512
588,1.0,450.0,5555696515
589,1.0,425.0,5555696518
590,1.0,578.0,5555696523
591,1.0,461.0,5555696524
592,1.0,566.0,5555696528
593,1.0,600.0,5555696530
594,1.0,488.0,5555696538
595,1.0,600.0,5555696540
596,1.0,488.0,5555696543
597,1.0,488.0,5555696545
598,1.0,579.0,5555696547
599,1.0,450.0,5555696548
600,1.0,535.0,5555696550
601,1.0,562.0,5555696552
602,1.0,600.0,5555696555
603,1.0,452.0,5555696558
604,1.0,488.0,5555696563
605,1.0,456.0,5555696564
606,1.0,450.0,5555696565
607,1.0,414.0,5555696569
608,1.0,525.0,5555696578
609,1.0,567.0,5555696579
610,1.0,525.0,5555696580
611,1.0,525.0,5555696586
612,1.0,445.0,5555696590
613,1.0,562.0,5555696592
614,1.0,260.0,5555696594
615,1.0,600.0,5555696598
616,1.0,562.0,5555696608
617,1.0,454.0,5555696609
618,1.0,525.0,5555696612
619,1.0,178.0,5555696613
620,1.0,525.0,5555696621
621,1.0,600.0,5555696622
622,1.0,471.0,5555696623
623,1.0,450.0,5555696630
624,1.0,562.0,5555696631
625,1.0,488.0,5555696632
626,1.0,432.0,5555696638
627,1.0,450.0,5555696639
628,1.0,519.0,5555696643
629,1.0,449.0,5555696648
630,1.0,600.0,5555696649
631,1.0,525.0,5555696652
632,1.0,525.0,5555696656
633,1.0,525.0,5555696660
634,1.0,488.0,5555696662
635,1.0,600.0,5555696664
636,1.0,488.0,5555696670
637,1.0,600.0,5555696672
638,1.0,449.0,5555696675
639,1.0,579.0,5555696676
640,1.0,444.0,5555696680
641,1.0,562.0,5555696681
642,1.0,453.0,5555696688
643,1.0,525.0,5555696689
644,1.0,590.0,5555696693
645,1.0,525.0,5555696694
646,1.0,488.0,5555696695
647,1.0,600.0,5555696696
648,1.0,562.0,5555696699
649,1.0,590.0,5555696701
650,1.0,488.0,5555696704
651,1.0,600.0,5555696705
652,1.0,525.0,5555696706
653,1.0,600.0,5555696711
654,1.0,450.0,5555696712
655,1.0,600.0,5555696716
656,1.0,600.0,5555696720
657,1.0,562.0,5555696724
658,1.0,474.0,5555696726
659,1.0,450.0,5555696727
660,1.0,525.0,5555696730
661,1.0,488.0,5555696731
662,1.0,476.0,5555696735
663,1.0,488.0,5555696736
664,1.0,450.0,5555696738
665,1.0,600.0,5555696739
666,1.0,450.0,5555696740
667,1.0,488.0,5555696741
668,1.0,525.0,5555696742
669,1.0,488.0,5555696744
670,1.0,450.0,5555696746
671,1.0,450.0,5555696749
672,1.0,562.0,5555696752
673,1.0,600.0,5555696759
674,1.0,434.0,5555696765
675,1.0,491.0,5555696770
676,1.0,525.0,5555696774
677,1.0,600.0,5555696777
678,1.0,488.0,5555696778
679,1.0,525.0,5555696781
680,1.0,488.0,5555696783
681,1.0,455.0,5555696791
682,1.0,562.0,5555696793
683,1.0,600.0,5555696795
684,1.0,486.0,5555696798
685,1.0,450.0,5555696800
686,1.0,450.0,5555696802
687,1.0,430.0,5555696804
688,1.0,562.0,5555696816
689,1.0,488.0,5555696817
690,1.0,480.0,5555696818
691,1.0,562.0,5555696822
692,1.0,554.0,5555696827
693,1.0,488.0,5555696833
694,1.0,600.0,5555696836
695,1.0,562.0,5555696838
696,1.0,562.0,5555696843
697,1.0,488.0,5555696844
698,1.0,418.0,5555696845
699,1.0,590.0,5555696847
700,1.0,562.0,5555696852
701,1.0,413.0,5555696853
702,1.0,600.0,5555696856
703,1.0,542.0,5555696857
704,1.0,600.0,5555696858
705,1.0,525.0,5555696859
706,1.0,444.0,5555696861
707,1.0,488.0,5555696874
708,1.0,525.0,5555696876
709,1.0,600.0,5555696879
710,1.0,580.0,5555696882
711,1.0,589.0,5555696883
712,1.0,600.0,5555696886
713,1.0,450.0,5555696887
714,1.0,562.0,5555696888
715,1.0,525.0,5555696890
716,1.0,562.0,5555696891
717,1.0,483.0,5555696894
718,1.0,488.0,5555696897
719,1.0,428.0,5555696903
720,1.0,600.0,5555696904
721,1.0,525.0,5555696907
722,1.0,600.0,5555696908
723,1.0,531.0,5555696915
724,1.0,600.0,5555696916
725,1.0,600.0,5555696919
726,1.0,501.0,5555696920
727,1.0,600.0,5555696923
728,1.0,560.0,5555696925
729,1.0,413.0,5555696926
730,1.0,600.0,5555696927
731,1.0,572.0,5555696934
732,1.0,541.0,5555696935
733,1.0,525.0,5555696937
734,1.0,525.0,5555696938
735,1.0,525.0,5555696942
736,1.0,531.0,5555696943
737,1.0,561.0,5555696947
738,1.0,525.0,5555696948
739,1.0,450.0,5555696953
740,1.0,488.0,5555696954
741,1.0,488.0,5555696959
742,1.0,450.0,5555696961
743,1.0,525.0,5555696963
744,1.0,436.0,5555696964
745,1.0,572.0,5555696969
746,1.0,450.0,5555696971
747,1.0,600.0,5555696973
748,1.0,489.0,5555696976
749,1.0,600.0,5555696980
750,1.0,473.0,5555696982
751,1.0,446.0,5555696986
752,1.0,488.0,5555696987
753,1.0,562.0,5555696988
754,1.0,488.0,5555696989
755,1.0,575.0,5555696993
756,1.0,466.0,5555696998
757,1.0,600.0,5555696999
758,1.0,417.0,5555697000
759,1.0,562.0,5555697006
760,1.0,122.0,5555697009
761,1.0,425.0,5555697010
762,1.0,562.0,5555697011
763,1.0,414.0,5555697015
764,1.0,450.0,5555697016
765,1.0,600.0,5555697021
766,1.0,562.0,5555697027
767,1.0,600.0,5555697028
768,1.0,600.0,5555697029
769,1.0,450.0,5555697030
770,1.0,579.0,5555697031
771,1.0,525.0,5555697032
772,1.0,488.0,5555697034
773,1.0,600.0,5555697037
774,1.0,600.0,5555697038
775,1.0,450.0,5555697039
776,1.0,456.0,5555697046
777,1.0,480.0,5555697050
778,1.0,600.0,5555697052
779,1.0,484.0,5555697054
780,1.0,196.0,5555697057
781,1.0,588.0,5555697058
782,1.0,506.0,5555697061
783,1.0,600.0,5555697068
784,1.0,562.0,5555697069
785,1.0,600.0,5555697073
786,1.0,525.0,5555697079
787,1.0,600.0,5555697080
788,1.0,562.0,5555697092
789,1.0,600.0,5555697093
790,1.0,568.0,5555697095
791,1.0,488.0,5555697096
792,1.0,562.0,5555697100
793,1.0,488.0,5555697101
794,1.0,450.0,5555697104
795,1.0,445.0,5555697105
796,1.0,562.0,5555697107
797,1.0,588.0,5555697109
798,1.0,600.0,5555697111
799,1.0,488.0,5555697113
800,1.0,525.0,5555697115
801,1.0,445.0,5555697116
802,1.0,488.0,5555697118
803,1.0,562.0,5555697123
804,1.0,488.0,5555697126
805,1.0,478.0,5555697138
806,1.0,562.0,5555697144
807,1.0,562.0,5555697153
808,1.0,600.0,5555697156
809,1.0,488.0,5555697159
810,1.0,600.0,5555697164
811,1.0,600.0,5555697166
812,1.0,480.0,5555697174
813,1.0,488.0,5555697177
814,1.0,450.0,5555697178
815,1.0,426.0,5555697179
816,1.0,450.0,5555697182
817,1.0,488.0,5555697184
818,1.0,450.0,5555697186
819,1.0,562.0,5555697187
820,1.0,468.0,5555697188
821,1.0,600.0,5555697191
822,1.0,488.0,5555697195
823,1.0,600.0,5555697196
824,1.0,450.0,5555697197
825,1.0,555.0,5555697198
826,1.0,600.0,5555697201
827,1.0,481.0,5555697204
828,1.0,525.0,5555697205
829,1.0,600.0,5555697207
830,1.0,488.0,5555697209
831,1.0,568.0,5555697214
832,1.0,600.0,5555697218
833,1.0,600.0,5555697219
834,1.0,488.0,5555697220
835,1.0,600.0,5555697223
836,1.0,493.0,5555697224
837,1.0,600.0,5555697225
838,1.0,525.0,5555697227
839,1.0,44.0,5555697234
840,1.0,525.0,5555697237
841,1.0,443.0,5555697240
842,1.0,488.0,5555697242
843,1.0,525.0,5555697243
844,1.0,562.0,5555697245
845,1.0,600.0,5555697246
846,1.0,600.0,5555697251
847,1.0,504.0,5555697255
848,1.0,461.0,5555697256
849,1.0,497.0,5555697260
850,1.0,525.0,5555697265
851,1.0,420.0,5555697266
852,1.0,310.0,5555697268
853,1.0,465.0,5555697269
854,1.0,496.0,5555697272
855,1.0,450.0,5555697278
856,1.0,488.0,5555697279
857,1.0,562.0,5555697281
858,1.0,581.0,5555697282
859,1.0,450.0,5555697288
860,1.0,600.0,5555697296
861,1.0,424.0,5555697298
862,1.0,600.0,5555697299
863,1.0,562.0,5555697300
864,1.0,450.0,5555697301
865,1.0,556.0,5555697305
866,1.0,585.0,5555697308
867,1.0,414.0,5555697309
868,1.0,525.0,5555697315
869,1.0,519.0,5555697317
870,1.0,600.0,5555697321
871,1.0,562.0,5555697323
872,1.0,525.0,5555697326
873,1.0,450.0,5555697327
874,1.0,594.0,5555697328
875,1.0,600.0,5555697329
876,1.0,600.0,5555697331
877,1.0,552.0,5555697332
878,1.0,562.0,5555697333
879,1.0,600.0,5555697334
880,1.0,450.0,5555697337
881,1.0,514.0,5555697339
882,1.0,574.0,5555697340
883,1.0,600.0,5555697341
884,1.0,466.0,5555697342
885,1.0,230.0,5555697346
886,1.0,488.0,5555697351
887,1.0,450.0,5555697355
888,1.0,600.0,5555697356
889,1.0,440.0,5555697358
890,1.0,502.0,5555697359
891,1.0,502.0,5555697362
892,1.0,428.0,5555697372
893,1.0,567.0,5555697373
894,1.0,551.0,5555697374
895,1.0,104.0,5555697378
896,1.0,600.0,5555697382
897,1.0,562.0,5555697383
898,1.0,600.0,5555697386
899,1.0,525.0,5555697389
900,1.0,525.0,5555697390
901,1.0,494.0,5555697391
902,1.0,484.0,5555697392
903,1.0,488.0,5555697395
904,1.0,562.0,5555697397
905,1.0,550.0,5555697398
906,1.0,488.0,5555697404
907,1.0,598.0,5555697407
908,1.0,450.0,5555697410
909,1.0,450.0,5555697411
910,1.0,525.0,5555697413
911,1.0,450.0,5555697419
912,1.0,488.0,5555697424
913,1.0,450.0,5555697430
914,1.0,450.0,5555697433
915,1.0,501.0,5555697437
916,1.0,439.0,5555697439
917,1.0,600.0,5555697440
918,1.0,600.0,5555697441
919,1.0,450.0,5555697442
920,1.0,600.0,5555697443
921,1.0,600.0,5555697444
922,1.0,596.0,5555697445
923,1.0,501.0,5555697447
924,1.0,194.0,5555697448
925,1.0,500.0,5555697453
926,1.0,600.0,5555697455
927,1.0,600.0,5555697456
928,1.0,600.0,5555697459
929,1.0,323.0,5555697468
930,1.0,600.0,5555697469
