,campaign,session_id
666,1.0,5555695420
667,1.0,5555695421
668,,5555695422
669,,5555695423
670,1.0,5555695424
671,1.0,5555695425
672,1.0,5555695426
673,,5555695427
674,1.0,5555695428
675,1.0,5555695429
676,1.0,5555695430
677,,5555695431
678,,5555695432
679,,5555695433
680,1.0,5555695434
681,,5555695435
682,1.0,5555695436
683,,5555695437
684,1.0,5555695438
685,1.0,5555695439
686,,5555695440
687,1.0,5555695441
688,1.0,5555695442
689,,5555695443
690,1.0,5555695444
691,1.0,5555695445
692,,5555695446
693,1.0,5555695447
694,1.0,5555695448
695,1.0,5555695449
696,,5555695450
697,1.0,5555695451
698,1.0,5555695452
699,1.0,5555695453
700,1.0,5555695454
701,1.0,5555695455
702,,5555695456
703,,5555695457
704,,5555695458
705,1.0,5555695459
706,1.0,5555695460
707,1.0,5555695461
708,,5555695462
709,,5555695463
710,,5555695464
711,,5555695465
712,,5555695466
713,1.0,5555695467
714,1.0,5555695468
715,,5555695469
716,,5555695470
717,,5555695471
718,,5555695472
719,1.0,5555695473
720,1.0,5555695474
721,1.0,5555695475
722,,5555695476
723,,5555695477
724,1.0,5555695478
725,1.0,5555695479
726,1.0,5555695480
727,1.0,5555695481
728,1.0,5555695482
729,1.0,5555695483
730,1.0,5555695484
731,1.0,5555695485
732,,5555695486
733,1.0,5555695487
734,,5555695488
735,1.0,5555695489
736,1.0,5555695490
737,1.0,5555695491
738,1.0,5555695492
739,1.0,5555695493
740,1.0,5555695494
741,1.0,5555695495
742,1.0,5555695496
743,,5555695497
744,,5555695498
745,1.0,5555695499
746,,5555695500
747,1.0,5555695501
748,,5555695502
749,,5555695503
750,1.0,5555695504
751,1.0,5555695505
752,,5555695506
753,,5555695507
754,1.0,5555695508
755,1.0,5555695509
756,,5555695510
757,,5555695511
758,,5555695512
759,1.0,5555695513
760,,5555695514
761,,5555695515
762,,5555695516
763,,5555695517
764,1.0,5555695518
765,1.0,5555695519
766,1.0,5555695520
767,,5555695521
768,1.0,5555695522
769,,5555695523
770,,5555695524
771,1.0,5555695525
772,1.0,5555695526
773,,5555695527
774,1.0,5555695528
775,1.0,5555695529
776,1.0,5555695530
777,,5555695531
778,1.0,5555695532
779,1.0,5555695533
780,1.0,5555695534
781,,5555695535
782,1.0,5555695536
783,,5555695537
784,,5555695538
785,1.0,5555695539
786,,5555695540
787,,5555695541
788,,5555695542
789,1.0,5555695543
790,1.0,5555695544
791,,5555695545
792,1.0,5555695546
793,,5555695547
794,1.0,5555695548
795,1.0,5555695549
796,1.0,5555695550
797,,5555695551
798,1.0,5555695552
799,,5555695553
800,1.0,5555695554
801,1.0,5555695555
802,1.0,5555695556
803,,5555695557
804,1.0,5555695558
805,1.0,5555695559
806,,5555695560
807,1.0,5555695561
808,1.0,5555695562
809,1.0,5555695563
810,1.0,5555695564
811,,5555695565
812,1.0,5555695566
813,,5555695567
814,1.0,5555695568
815,1.0,5555695569
816,,5555695570
817,,5555695571
818,1.0,5555695572
819,1.0,5555695573
820,1.0,5555695574
821,1.0,5555695575
822,,5555695576
823,,5555695577
824,,5555695578
825,1.0,5555695579
826,1.0,5555695580
827,1.0,5555695581
828,1.0,5555695582
829,1.0,5555695583
830,1.0,5555695584
831,,5555695585
832,1.0,5555695586
833,,5555695587
834,1.0,5555695588
835,1.0,5555695589
836,1.0,5555695590
837,1.0,5555695591
838,1.0,5555695592
839,,5555695593
840,1.0,5555695594
841,1.0,5555695595
842,1.0,5555695596
843,,5555695597
844,,5555695598
845,1.0,5555695599
846,,5555695600
847,1.0,5555695601
848,1.0,5555695602
849,1.0,5555695603
850,1.0,5555695604
851,1.0,5555695605
852,1.0,5555695606
853,1.0,5555695607
854,1.0,5555695608
855,,5555695609
856,1.0,5555695610
857,1.0,5555695611
858,1.0,5555695612
859,,5555695613
860,1.0,5555695614
861,1.0,5555695615
862,,5555695616
863,1.0,5555695617
864,1.0,5555695618
865,1.0,5555695619
866,1.0,5555695620
867,1.0,5555695621
868,1.0,5555695622
869,1.0,5555695623
870,,5555695624
871,1.0,5555695625
872,1.0,5555695626
873,,5555695627
874,1.0,5555695628
875,1.0,5555695629
876,,5555695630
877,1.0,5555695631
878,1.0,5555695632
879,1.0,5555695633
880,,5555695634
881,1.0,5555695635
882,,5555695636
883,,5555695637
884,1.0,5555695638
885,,5555695639
886,,5555695640
887,1.0,5555695641
888,1.0,5555695642
889,,5555695643
890,1.0,5555695644
891,1.0,5555695645
892,1.0,5555695646
893,1.0,5555695647
894,1.0,5555695648
895,,5555695649
896,,5555695650
897,1.0,5555695651
898,1.0,5555695652
899,1.0,5555695653
900,1.0,5555695654
901,1.0,5555695655
902,1.0,5555695656
903,1.0,5555695657
904,1.0,5555695658
905,,5555695659
906,,5555695660
907,1.0,5555695661
908,1.0,5555695662
909,,5555695663
910,1.0,5555695664
911,1.0,5555695665
912,1.0,5555695666
913,1.0,5555695667
914,1.0,5555695668
915,,5555695669
916,,5555695670
917,1.0,5555695671
918,,5555695672
919,1.0,5555695673
920,1.0,5555695674
921,1.0,5555695675
922,1.0,5555695676
923,1.0,5555695677
924,,5555695678
925,,5555695679
926,,5555695680
927,1.0,5555695681
928,1.0,5555695682
929,1.0,5555695683
930,1.0,5555695684
931,1.0,5555695685
932,1.0,5555695686
933,1.0,5555695687
934,,5555695688
935,1.0,5555695689
936,,5555695690
937,1.0,5555695691
938,1.0,5555695692
939,1.0,5555695693
940,1.0,5555695694
941,,5555695695
942,1.0,5555695696
943,,5555695697
944,,5555695698
945,1.0,5555695699
946,1.0,5555695700
947,1.0,5555695701
948,1.0,5555695702
949,1.0,5555695703
950,1.0,5555695704
951,,5555695705
952,1.0,5555695706
953,,5555695707
954,1.0,5555695708
955,1.0,5555695709
956,1.0,5555695710
957,1.0,5555695711
958,1.0,5555695712
959,,5555695713
960,1.0,5555695714
961,1.0,5555695715
962,,5555695716
963,1.0,5555695717
964,1.0,5555695718
965,1.0,5555695719
966,,5555695720
967,,5555695721
968,,5555695722
969,1.0,5555695723
970,1.0,5555695724
971,,5555695725
972,1.0,5555695726
973,1.0,5555695727
974,1.0,5555695728
975,1.0,5555695729
976,,5555695730
977,,5555695731
978,1.0,5555695732
979,1.0,5555695733
980,,5555695734
981,1.0,5555695735
982,,5555695736
983,1.0,5555695737
984,,5555695738
985,,5555695739
986,,5555695740
987,1.0,5555695741
988,1.0,5555695742
989,,5555695743
990,1.0,5555695744
991,,5555695745
992,,5555695746
993,,5555695747
994,1.0,5555695748
995,1.0,5555695749
996,1.0,5555695750
997,,5555695751
998,,5555695752
999,,5555695753
1000,1.0,5555695754
1001,1.0,5555695755
1002,,5555695756
1003,1.0,5555695757
1004,,5555695758
1005,,5555695759
1006,1.0,5555695760
1007,1.0,5555695761
1008,,5555695762
1009,1.0,5555695763
1010,1.0,5555695764
1011,,5555695765
1012,1.0,5555695766
1013,1.0,5555695767
1014,1.0,5555695768
1015,1.0,5555695769
1016,1.0,5555695770
1017,1.0,5555695771
1018,1.0,5555695772
1019,1.0,5555695773
1020,1.0,5555695774
1021,1.0,5555695775
1022,1.0,5555695776
1023,1.0,5555695777
1024,1.0,5555695778
1025,1.0,5555695779
1026,1.0,5555695780
1027,1.0,5555695781
1028,1.0,5555695782
1029,1.0,5555695783
1030,,5555695784
1031,1.0,5555695785
1032,1.0,5555695786
1033,,5555695787
1034,1.0,5555695788
1035,,5555695789
1036,,5555695790
1037,1.0,5555695791
1038,1.0,5555695792
1039,,5555695793
1040,1.0,5555695794
1041,1.0,5555695795
1042,,5555695796
1043,1.0,5555695797
1044,1.0,5555695798
1045,,5555695799
1046,1.0,5555695800
1047,,5555695801
1048,1.0,5555695802
1049,,5555695803
1050,1.0,5555695804
1051,1.0,5555695805
1052,1.0,5555695806
1053,1.0,5555695807
1054,1.0,5555695808
1055,1.0,5555695809
1056,1.0,5555695810
1057,1.0,5555695811
1058,1.0,5555695812
1059,1.0,5555695813
1060,1.0,5555695814
1061,1.0,5555695815
1062,1.0,5555695816
1063,1.0,5555695817
1064,1.0,5555695818
1065,1.0,5555695819
1066,1.0,5555695820
1067,,5555695821
1068,,5555695822
1069,,5555695823
1070,1.0,5555695824
1071,,5555695825
1072,1.0,5555695826
1073,1.0,5555695827
1074,1.0,5555695828
1075,1.0,5555695829
1076,,5555695830
1077,1.0,5555695831
1078,1.0,5555695832
1079,,5555695833
1080,1.0,5555695834
1081,1.0,5555695835
1082,1.0,5555695836
1083,1.0,5555695837
1084,1.0,5555695838
1085,1.0,5555695839
1086,,5555695840
1087,,5555695841
1088,1.0,5555695842
1089,,5555695843
1090,,5555695844
1091,1.0,5555695845
1092,,5555695846
1093,,5555695847
1094,1.0,5555695848
1095,1.0,5555695849
1096,1.0,5555695850
1097,,5555695851
1098,1.0,5555695852
1099,,5555695853
1100,1.0,5555695854
1101,,5555695855
1102,1.0,5555695856
1103,1.0,5555695857
1104,1.0,5555695858
1105,,5555695859
1106,,5555695860
1107,1.0,5555695861
1108,1.0,5555695862
1109,,5555695863
1110,,5555695864
1111,1.0,5555695865
1112,1.0,5555695866
1113,,5555695867
1114,1.0,5555695868
1115,1.0,5555695869
1116,1.0,5555695870
1117,,5555695871
1118,1.0,5555695872
1119,,5555695873
1120,1.0,5555695874
1121,,5555695875
1122,1.0,5555695876
1123,,5555695877
1124,,5555695878
1125,1.0,5555695879
1126,1.0,5555695880
1127,,5555695881
1128,1.0,5555695882
1129,1.0,5555695883
1130,,5555695884
1131,1.0,5555695885
1132,,5555695886
1133,1.0,5555695887
1134,,5555695888
1135,1.0,5555695889
1136,1.0,5555695890
1137,1.0,5555695891
1138,1.0,5555695892
1139,,5555695893
1140,1.0,5555695894
1141,1.0,5555695895
1142,1.0,5555695896
1143,,5555695897
1144,1.0,5555695898
1145,,5555695899
1146,1.0,5555695900
1147,1.0,5555695901
1148,1.0,5555695902
1149,1.0,5555695903
1150,1.0,5555695904
1151,1.0,5555695905
1152,1.0,5555695906
1153,,5555695907
1154,1.0,5555695908
1155,1.0,5555695909
1156,,5555695910
1157,1.0,5555695911
1158,1.0,5555695912
1159,1.0,5555695913
1160,,5555695914
1161,1.0,5555695915
1162,1.0,5555695916
1163,1.0,5555695917
1164,1.0,5555695918
1165,1.0,5555695919
1166,1.0,5555695920
1167,1.0,5555695921
1168,,5555695922
1169,1.0,5555695923
1170,1.0,5555695924
1171,,5555695925
1172,1.0,5555695926
1173,1.0,5555695927
1174,,5555695928
1175,1.0,5555695929
1176,1.0,5555695930
1177,,5555695931
1178,1.0,5555695932
1179,,5555695933
1180,,5555695934
1181,1.0,5555695935
1182,1.0,5555695936
1183,1.0,5555695937
1184,1.0,5555695938
1185,1.0,5555695939
1186,,5555695940
1187,1.0,5555695941
1188,1.0,5555695942
1189,1.0,5555695943
1190,,5555695944
1191,1.0,5555695945
1192,1.0,5555695946
1193,1.0,5555695947
1194,1.0,5555695948
1195,1.0,5555695949
1196,1.0,5555695950
1197,1.0,5555695951
1198,,5555695952
1199,1.0,5555695953
1200,1.0,5555695954
1201,1.0,5555695955
1202,1.0,5555695956
1203,1.0,5555695957
1204,,5555695958
1205,1.0,5555695959
1206,1.0,5555695960
1207,1.0,5555695961
1208,,5555695962
1209,,5555695963
1210,1.0,5555695964
1211,1.0,5555695965
1212,1.0,5555695966
1213,,5555695967
1214,,5555695968
1215,,5555695969
1216,1.0,5555695970
1217,1.0,5555695971
1218,1.0,5555695972
1219,,5555695973
1220,1.0,5555695974
1221,1.0,5555695975
1222,1.0,5555695976
1223,,5555695977
1224,1.0,5555695978
1225,1.0,5555695979
1226,,5555695980
1227,,5555695981
1228,1.0,5555695982
1229,1.0,5555695983
1230,,5555695984
1231,,5555695985
1232,1.0,5555695986
1233,1.0,5555695987
1234,1.0,5555695988
1235,1.0,5555695989
1236,,5555695990
1237,1.0,5555695991
1238,,5555695992
1239,,5555695993
1240,1.0,5555695994
1241,1.0,5555695995
1242,1.0,5555695996
1243,,5555695997
1244,,5555695998
1245,,5555695999
1246,,5555696000
1247,1.0,5555696001
1248,1.0,5555696002
1249,,5555696003
1250,,5555696004
1251,1.0,5555696005
1252,1.0,5555696006
1253,1.0,5555696007
1254,,5555696008
1255,1.0,5555696009
1256,1.0,5555696010
1257,1.0,5555696011
1258,,5555696012
1259,1.0,5555696013
1260,1.0,5555696014
1261,1.0,5555696015
1262,1.0,5555696016
1263,1.0,5555696017
1264,1.0,5555696018
1265,1.0,5555696019
1266,1.0,5555696020
1267,1.0,5555696021
1268,1.0,5555696022
1269,1.0,5555696023
1270,,5555696024
1271,1.0,5555696025
1272,1.0,5555696026
1273,1.0,5555696027
1274,1.0,5555696028
1275,1.0,5555696029
1276,1.0,5555696030
1277,1.0,5555696031
1278,1.0,5555696032
1279,1.0,5555696033
1280,1.0,5555696034
1281,,5555696035
1282,1.0,5555696036
1283,1.0,5555696037
1284,1.0,5555696038
1285,1.0,5555696039
1286,,5555696040
1287,1.0,5555696041
1288,1.0,5555696042
1289,1.0,5555696043
1290,1.0,5555696044
1291,1.0,5555696045
1292,,5555696046
1293,1.0,5555696047
1294,,5555696048
1295,1.0,5555696049
1296,1.0,5555696050
1297,,5555696051
1298,1.0,5555696052
1299,1.0,5555696053
1300,1.0,5555696054
1301,,5555696055
1302,1.0,5555696056
1303,1.0,5555696057
1304,1.0,5555696058
1305,,5555696059
1306,1.0,5555696060
1307,1.0,5555696061
1308,1.0,5555696062
1309,1.0,5555696063
1310,,5555696064
1311,,5555696065
1312,,5555696066
1313,1.0,5555696067
1314,1.0,5555696068
1315,1.0,5555696069
1316,1.0,5555696070
1317,,5555696071
1318,,5555696072
1319,1.0,5555696073
1320,,5555696074
1321,1.0,5555696075
1322,1.0,5555696076
1323,1.0,5555696077
1324,1.0,5555696078
1325,1.0,5555696079
1326,1.0,5555696080
1327,1.0,5555696081
1328,1.0,5555696082
1329,1.0,5555696083
1330,1.0,5555696084
1331,,5555696085
1332,1.0,5555696086
1333,1.0,5555696087
1334,1.0,5555696088
1335,1.0,5555696089
1336,1.0,5555696090
1337,,5555696091
1338,1.0,5555696092
1339,,5555696093
1340,1.0,5555696094
1341,1.0,5555696095
1342,,5555696096
1343,1.0,5555696097
1344,,5555696098
1345,,5555696099
1346,,5555696100
1347,1.0,5555696101
1348,1.0,5555696102
1349,,5555696103
1350,1.0,5555696104
1351,1.0,5555696105
1352,,5555696106
1353,1.0,5555696107
1354,,5555696108
1355,,5555696109
1356,,5555696110
1357,,5555696111
1358,1.0,5555696112
1359,1.0,5555696113
1360,1.0,5555696114
1361,1.0,5555696115
